,title,artist,top genre,year,country,val,albums
685,Santa Baby,Ariana Grande,dance pop,2013,belgium,77,Santa Baby
686,Santa Baby,Ariana Grande,dance pop,2013,canada,77,Santa Baby
687,Santa Baby,Ariana Grande,dance pop,2013,usa,77,Santa Baby
688,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,adult standards,2002,usa,49,Just An Old-Fashioned Girl
689,Santa Claus Is Comin' to Town,Frank Sinatra,adult standards,1994,italy,69,Santa Claus Is Comin' To Town
690,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,world,41,Santa Claus Is Comin' To Town (Single Version)
691,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,africa,41,Santa Claus Is Comin' To Town (Single Version)
692,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,belgium,41,Santa Claus Is Comin' To Town (Single Version)
693,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,canada,41,Santa Claus Is Comin' To Town (Single Version)
694,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,italy,41,Santa Claus Is Comin' To Town (Single Version)
701,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,world,42,Santa Claus Is Coming to Town
702,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,africa,42,Santa Claus Is Coming to Town
703,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,australia,42,Santa Claus Is Coming to Town
704,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,belgium,42,Santa Claus Is Coming to Town
705,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,canada,42,Santa Claus Is Coming to Town
706,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,italy,42,Santa Claus Is Coming to Town
707,Santa Claus Llegó a La Ciudad,Luis Miguel,bolero,2006,chile,72,Santa Claus Llegó a La Ciudad
708,Santa Tell Me,Ariana Grande,dance pop,2014,world,59,Santa Tell Me
709,Santa Tell Me,Ariana Grande,dance pop,2014,africa,59,Santa Tell Me
710,Santa Tell Me,Ariana Grande,dance pop,2014,australia,59,Santa Tell Me
711,Santa Tell Me,Ariana Grande,dance pop,2014,belgium,59,Santa Tell Me
712,Santa Tell Me,Ariana Grande,dance pop,2014,canada,59,Santa Tell Me
713,Santa Tell Me,Ariana Grande,dance pop,2014,germany,59,Santa Tell Me
714,Santa Tell Me,Ariana Grande,dance pop,2014,spain,59,Santa Tell Me
715,Santa Tell Me,Ariana Grande,dance pop,2014,usa,59,Santa Tell Me
716,Santa Tell Me,Ariana Grande,dance pop,2014,italy,59,Santa Tell Me
717,Santa Tell Me,Ariana Grande,dance pop,2014,japan,59,Santa Tell Me
718,Santa Tell Me,Ariana Grande,dance pop,2014,malasya,59,Santa Tell Me
719,Sauda Khara Khara,Diljit Dosanjh,desi pop,2019,india,88,Sauda Khara Khara
720,Sayonara Elegy,Masaki Suda,anime rock,2018,japan,62,Sayonara Elegy
721,Se Prepara 2,Mc Livinho,funk carioca,2019,brazil,36,Se Prepara 2
722,Se iluminaba,Fred De Palma,italian arena pop,2019,spain,62,Se iluminaba
723,Secukupnya,Hindia,indonesian indie,2019,indonesia,93,Secukupnya
725,Sentou e Gostou,MC JottaPê,funk carioca,2019,brazil,72,Sentou e Gostou
726,Serenata - Ao Vivo,Marília Mendonça,sertanejo,2019,brazil,74,Serenata (Ao Vivo)
727,Señorita,Shawn Mendes,canadian pop,2019,world,75,Señorita
728,Señorita,Shawn Mendes,canadian pop,2019,africa,75,Señorita
729,Señorita,Shawn Mendes,canadian pop,2019,argentina,75,Señorita
730,Señorita,Shawn Mendes,canadian pop,2019,belgium,75,Señorita
731,Señorita,Shawn Mendes,canadian pop,2019,bolivia,75,Señorita
732,Señorita,Shawn Mendes,canadian pop,2019,colombia,75,Señorita
733,Señorita,Shawn Mendes,canadian pop,2019,france,75,Señorita
734,Señorita,Shawn Mendes,canadian pop,2019,india,75,Señorita
735,Señorita,Shawn Mendes,canadian pop,2019,indonesia,75,Señorita
736,Señorita,Shawn Mendes,canadian pop,2019,israel,75,Señorita
737,Señorita,Shawn Mendes,canadian pop,2019,malasya,75,Señorita
739,Shape of You,Ed Sheeran,pop,2017,japan,93,Shape of You
740,Shukumei,Official HIGE DANdism,anime rock,2019,japan,49,Shukumei
741,Si Se Da - Remix,Myke Towers,latin,2019,chile,77,Si Se Da (Remix)
742,Si Supieras,Daddy Yankee,latin,2019,chile,62,Si Supieras
743,Si Te Vas,Sech,panamanian pop,2019,argentina,55,Si Te Vas
744,Si Te Vas,Sech,panamanian pop,2019,bolivia,55,Si Te Vas
745,Si Te Vas,Sech,panamanian pop,2019,colombia,55,Si Te Vas
746,Si Te Vas,Sech,panamanian pop,2019,chile,55,Si Te Vas
747,Si Te Vas,Sech,panamanian pop,2019,spain,55,Si Te Vas
748,Si por mi fuera,Beret,spanish hip hop,2019,spain,88,Si por mi fuera
749,Sigues Con El,Dimelo Flow,latin,2019,argentina,68,Sigues Con El
750,Sigues Con El,Dimelo Flow,latin,2019,bolivia,68,Sigues Con El
751,Sigues Con El,Dimelo Flow,latin,2019,colombia,68,Sigues Con El
752,Sigues Con El,Dimelo Flow,latin,2019,chile,68,Sigues Con El
753,Sigues Con El,Dimelo Flow,latin,2019,spain,68,Sigues Con El
754,Skifahren,The Cratez,german hip hop,2019,germany,44,Skifahren
755,Sleigh Ride,The Ronettes,adult standards,2019,world,85,Sleigh Ride
756,Sleigh Ride,The Ronettes,adult standards,2019,africa,85,Sleigh Ride
757,Sleigh Ride,The Ronettes,adult standards,2019,australia,85,Sleigh Ride
758,Sleigh Ride,The Ronettes,adult standards,2019,belgium,85,Sleigh Ride
759,Sleigh Ride,The Ronettes,adult standards,2019,canada,85,Sleigh Ride
760,Sleigh Ride,The Ronettes,adult standards,2019,usa,85,Sleigh Ride
761,So Am I,Ava Max,dance pop,2019,indonesia,61,So Am I
763,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,sertanejo,2018,brazil,60,Solteiro Não Trai (Ao Vivo)
764,Soltera - Remix,Lunay,latin,2019,argentina,80,Soltera (Remix)
765,Soltera - Remix,Lunay,latin,2019,bolivia,80,Soltera (Remix)
766,Soltera - Remix,Lunay,latin,2019,colombia,80,Soltera (Remix)
767,Soltera - Remix,Lunay,latin,2019,chile,80,Soltera (Remix)
768,Some que ele vem atrás,Anitta,baile pop,2019,brazil,60,Some que ele vem atrás
769,Someone You Loved,Lewis Capaldi,pop,2019,world,45,Someone You Loved
770,Someone You Loved,Lewis Capaldi,pop,2019,belgium,45,Someone You Loved
771,Someone You Loved,Lewis Capaldi,pop,2019,indonesia,45,Someone You Loved
772,Someone You Loved,Lewis Capaldi,pop,2019,israel,45,Someone You Loved
773,Someone You Loved,Lewis Capaldi,pop,2019,malasya,45,Someone You Loved
774,Sorbito De Champagne - Digitally Remastered Original,Pastor Lopez,cumbia,2006,colombia,70,Sorbito De Champagne (Digitally Remastered Original)
775,Soy Sabalero,Los Palmeras,argentine rock,2019,argentina,85,Soy Sabalero (Single)
776,Speechless (Full),Naomi Scott,hollywood,2019,indonesia,23,Speechless (Full)
777,Stand By You,Official HIGE DANdism,anime rock,2019,japan,63,Stand By You
778,Step Into Christmas,Elton John,glam rock,1973,world,82,Step Into Christmas
779,Step Into Christmas,Elton John,glam rock,1973,australia,82,Step Into Christmas
780,Step Into Christmas,Elton John,glam rock,1973,canada,82,Step Into Christmas
781,Step Into Christmas,Elton John,glam rock,1973,germany,82,Step Into Christmas
782,Street,Maes,french hip hop,2019,france,49,Street
783,Sukendleleni,Jobe London,afro house,2019,africa,24,Sukendleleni (feat. Kamo Manje)
784,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2019,india,93,Sunflower (Spider-Man: Into the Spider-Verse)
785,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2019,malasya,93,Sunflower (Spider-Man: Into the Spider-Verse)
786,Supera - Ao Vivo,Marília Mendonça,sertanejo,2019,brazil,66,Supera (Ao Vivo)
788,Tabaco y Ron,Rodolfo Aicardi,classic colombian pop,2012,colombia,96,Tabaco y Ron
789,Tak Ingin Pisah Lagi,Marion Jola,indonesian pop,2019,indonesia,34,Tak Ingin Pisah Lagi
790,Takeaway,The Chainsmokers,electropop,2019,indonesia,35,Takeaway
791,Takeaway,The Chainsmokers,electropop,2019,malasya,35,Takeaway
792,Tal Vez,Paulo Londra,argentine hip hop,2019,argentina,74,Tal Vez
793,Tal Vez,Paulo Londra,argentine hip hop,2019,bolivia,74,Tal Vez
794,Tanpa Tergesa,Juicy Luicy,indonesian pop,2018,indonesia,45,Tanpa Tergesa
795,Te Quemaste,Manuel Turizo,colombian pop,2019,spain,72,Te Quemaste
796,Te Vi,Piso 21,colombian pop,2018,bolivia,71,Te Vi
797,Teenager Forever,King Gnu,j-pop,2019,japan,70,Teenager Forever
798,Tender Love (feat. DJ Maphorisa & Kabza De Small),Sha Sha,afro house,2019,africa,45,Hound Dog (From “Grease”)
800,Thank God It's Christmas - Non-Album Single,Queen,glam rock,1984,australia,34,Thank God It's Christmas (2011 Remaster)
801,Thank God It's Christmas - Non-Album Single,Queen,glam rock,1984,germany,34,Thank God It's Christmas (2011 Remaster)
802,The Best Side Of Life,Sarah Connor,german pop,2006,germany,55,The Best Side Of Life
803,The Box,Roddy Ricch,melodic rap,2019,canada,64,The Box
804,The Box,Roddy Ricch,melodic rap,2019,usa,64,The Box
805,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,world,21,The Christmas Song (Merry Christmas To You)
806,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,africa,21,The Christmas Song (Merry Christmas To You)
807,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,australia,21,The Christmas Song (Merry Christmas To You)
808,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,belgium,21,The Christmas Song (Merry Christmas To You)
809,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,canada,21,The Christmas Song (Merry Christmas To You)
810,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,usa,21,The Christmas Song (Merry Christmas To You)
811,This Christmas,Donny Hathaway,chicago soul,1971,belgium,68,This Christmas
812,This Christmas,Donny Hathaway,chicago soul,1971,usa,68,This Christmas
813,Ti volevo dedicare (feat. J-AX & Boomdabash),Rocco Hunt,italian hip hop,2019,italy,27,Ti volevo dedicare
814,Tijolão - Ao Vivo,Jorge & Mateus,sertanejo,2019,brazil,69,O Telefone Tocou Novamente
815,Tiro Certo - Ao Vivo,Zé Felipe,funk carioca,2019,brazil,69,Tiro Certo (Ao Vivo)
816,To Voando Alto,Mc Poze do Rodo,funk carioca,2019,brazil,80,To Voando Alto
817,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,sertanejo,2019,brazil,58,Todo Mundo Vai Sofrer (Ao Vivo)
819,Traicionera,Pastor Lopez,cumbia,2012,colombia,96,Traicionera
826,Turning Up,ARASHI,j-pop,2019,japan,90,Turning Up (R3HAB Remix)
827,Tusa,KAROL G,latin,2019,world,57,Tusa
828,Tusa,KAROL G,latin,2019,argentina,57,Tusa
829,Tusa,KAROL G,latin,2019,bolivia,57,Tusa
830,Tusa,KAROL G,latin,2019,colombia,57,Tusa
831,Tusa,KAROL G,latin,2019,chile,57,Tusa
832,Tusa,KAROL G,latin,2019,spain,57,Tusa
833,Tutto Questo Sei Tu,Ultimo,italian pop,2019,italy,42,Tutto Questo Sei Tu
834,Tutu,Camilo,colombian pop,2019,argentina,94,Tutu
835,Tutu,Camilo,colombian pop,2019,bolivia,94,Tutu
836,Tutu,Camilo,colombian pop,2019,colombia,94,Tutu
837,Tutu,Camilo,colombian pop,2019,chile,94,Tutu
838,Umbrella,King Gnu,j-pop,2019,japan,70,Umbrella
839,Umlilo,DJ Zinhle,kwaito,2019,africa,62,Umlilo
841,Un peu de haine,PLK,french hip hop,2019,france,42,Un peu de haine
842,Una Cerveza,Rafaga,cumbia chilena,2016,argentina,76,Una Cerveza
843,Una Vida Para Recordar,Piso 21,colombian pop,2019,bolivia,48,Una Vida Para Recordar
844,Una volta ancora (feat. Ana Mena),Fred De Palma,italian arena pop,2019,italy,59,Una volta ancora (feat. Ana Mena)
845,Underneath the Tree,Kelly Clarkson,dance pop,2013,world,69,Underneath the Tree
846,Underneath the Tree,Kelly Clarkson,dance pop,2013,africa,69,Underneath the Tree
847,Underneath the Tree,Kelly Clarkson,dance pop,2013,australia,69,Underneath the Tree
848,Underneath the Tree,Kelly Clarkson,dance pop,2013,belgium,69,Underneath the Tree
849,Underneath the Tree,Kelly Clarkson,dance pop,2013,canada,69,Underneath the Tree
850,Underneath the Tree,Kelly Clarkson,dance pop,2013,germany,69,Underneath the Tree
851,Underneath the Tree,Kelly Clarkson,dance pop,2013,usa,69,Underneath the Tree
852,Underneath the Tree,Kelly Clarkson,dance pop,2013,italy,69,Underneath the Tree
853,Underneath the Tree,Kelly Clarkson,dance pop,2013,japan,69,Underneath the Tree
854,Unfaithful,Dennis Lloyd,israeli pop,2019,israel,42,Unfaithful
857,Ve'Eem Tavo'ee Elay (And If You Will Come To Me),Idan Raichel,classic israeli pop,2019,israel,23,Ve'Eem Tavo'ee Elay (And If You Will Come To Me)
858,Verdinha,Ludmilla,baile pop,2019,brazil,63,Verdinha
859,Verte Ir,DJ Luian,latin,2019,chile,55,Verte Ir
860,Vete,Bad Bunny,latin,2019,argentina,53,Vete
861,Vete,Bad Bunny,latin,2019,bolivia,53,Vete
862,Vete,Bad Bunny,latin,2019,colombia,53,Vete
863,Vete,Bad Bunny,latin,2019,chile,53,Vete
864,Vete,Bad Bunny,latin,2019,spain,53,Vete
865,Vor der Tür,Gzuz,deep german hip hop,2019,germany,20,Vor der Tür
866,Vou Ter Que Superar - Ao Vivo,Matheus & Kauan,pop nacional,2019,brazil,42,When the Earth Goes Dark (feat. Brenton Mattheus)
867,Vula Vala,DJ Maphorisa,afro house,2019,africa,14,Vula Vala
868,Víspera de Año Nuevo,Guillermo Buitrago,classic colombian pop,2012,colombia,98,La Víspera de Año Nuevo
869,Waktu Yang Salah,Fiersa Besari,indonesian indie,2014,indonesia,30,Waktu Yang Salah
871,Watermelon Sugar,Harry Styles,dance pop,2019,malasya,56,Watermelon Sugar
872,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,k-pop,2018,indonesia,45,Way Back Home (feat. Conor Maynard) (Sam Feldt Edit)
873,What Christmas Means To Me,Stevie Wonder,adult standards,1967,australia,82,What Christmas Means To Me
874,What Christmas Means To Me,Stevie Wonder,adult standards,1967,canada,82,What Christmas Means To Me
876,Whine Up,Nicky Jam,latin,2019,argentina,66,Whine Up
877,Whine Up,Nicky Jam,latin,2019,bolivia,66,Whine Up
878,Whine Up,Nicky Jam,latin,2019,colombia,66,Whine Up
879,Whine Up,Nicky Jam,latin,2019,chile,66,Whine Up
880,Whine Up,Nicky Jam,latin,2019,spain,66,Whine Up
881,White Christmas,Bing Crosby,adult standards,1942,world,25,White Christmas
882,White Christmas,Bing Crosby,adult standards,1942,africa,25,White Christmas
883,White Christmas,Bing Crosby,adult standards,1942,australia,25,White Christmas
884,White Christmas,Bing Crosby,adult standards,1942,belgium,25,White Christmas
885,White Christmas,Bing Crosby,adult standards,1942,canada,25,White Christmas
886,White Christmas,Bing Crosby,adult standards,1942,usa,25,White Christmas
887,White Christmas (with Shania Twain),Michael Bublé,adult standards,2011,australia,64,White Christmas (with Shania Twain)
888,Wieso tust Du dir das an?,Apache 207,german hip hop,2019,germany,46,Wieso tust Du dir das an?
889,Winter Wonderland,Tony Bennett,adult standards,1968,australia,63,Winter Wonderland
890,Winter Wonderland,Tony Bennett,adult standards,1968,canada,63,Winter Wonderland
891,Winter Wonderland - Remastered 2006,Bing Crosby,adult standards,2006,usa,54,Winter Wonderland (Remastered 2006)
893,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,world,77,Wonderful Christmastime (Edited Version / Remastered 2011)
894,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,africa,77,Wonderful Christmastime (Edited Version / Remastered 2011)
895,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,belgium,77,Wonderful Christmastime (Edited Version / Remastered 2011)
896,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,canada,77,Wonderful Christmastime (Edited Version / Remastered 2011)
897,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,germany,77,Wonderful Christmastime (Edited Version / Remastered 2011)
898,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,usa,77,Wonderful Christmastime (Edited Version / Remastered 2011)
899,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,italy,77,Wonderful Christmastime (Edited Version / Remastered 2011)
900,Wonderful Dream (Holidays Are Coming) - Radio Version,Melanie Thornton,Other,2001,germany,52,Wonderful Dream (Holidays Are Coming) (Radio Version)
901,Ya No Mas,Fer Palacio,Other,2019,argentina,88,Ya No Más
903,Yesterday,Official HIGE DANdism,anime rock,2019,japan,56,Yesterday
904,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,argentina,58,"Yo x Ti, Tu x Mi"
905,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,bolivia,58,"Yo x Ti, Tu x Mi"
906,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,chile,58,"Yo x Ti, Tu x Mi"
907,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,spain,58,"Yo x Ti, Tu x Mi"
909,Zorra,Bad Gyal,rap catalan,2019,spain,74,Zorra
910,bad guy,Billie Eilish,electropop,2019,belgium,56,bad guy
911,bad guy,Billie Eilish,electropop,2019,india,56,bad guy
912,bad guy,Billie Eilish,electropop,2019,israel,56,bad guy
913,bad guy,Billie Eilish,electropop,2019,japan,56,bad guy
914,bad guy,Billie Eilish,electropop,2019,malasya,56,bad guy
915,blun7 a swishland,tha Supreme,trap italiana,2019,italy,57,blun7 a swishland
916,ch1 5ei te,tha Supreme,trap italiana,2019,italy,32,ch1 5ei te
917,choque térmico - ao vivo,Luan Santana,funk carioca,2019,brazil,73,choque térmico (Ao Vivo)
918,comethru,Jeremy Zucker,pop,2018,indonesia,61,comethru
919,comethru,Jeremy Zucker,pop,2018,malasya,61,comethru
920,everything i wanted,Billie Eilish,electropop,2019,world,24,everything i wanted
921,everything i wanted,Billie Eilish,electropop,2019,belgium,24,everything i wanted
922,everything i wanted,Billie Eilish,electropop,2019,israel,24,everything i wanted
923,everything i wanted,Billie Eilish,electropop,2019,malasya,24,everything i wanted
924,fuck 3x,tha Supreme,trap italiana,2019,italy,69,fuck 3x
925,hot girl bummer,blackbear,pop,2019,india,68,hot girl bummer
926,hot girl bummer,blackbear,pop,2019,malasya,68,hot girl bummer
927,lowkey,NIKI,indie r&b,2019,indonesia,23,lowkey
929,m8nstar,tha Supreme,trap italiana,2019,italy,44,m8nstar
930,menina solta,Giulia Be,pop nacional,2019,brazil,67,menina solta
932,quando a bad bater - ao vivo,Luan Santana,funk carioca,2019,brazil,53,quando a bad bater (ao vivo)
934,Áudio - Ao Vivo em Brasília,Diego & Victor Hugo,sertanejo pop,2019,brazil,45,Jaleo
